category,medicine_name,therapeutic_area,common_name,active_substance,product_number,patient_safety,authorisation_status,atc_code,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_date,date_of_refusal_of_marketing_authorisation,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,date_of_opinion,decision_date,revision_number,condition_indication,species,first_published,revision_date,url
human,Rekambys,HIV Infections,rilpivirine,rilpivirine,5060,False,authorised,J05AG05,True,False,False,False,False,False,False,12/17/20,,Janssen-Cilag International NV,Antivirals for systemic use,10/15/20,11/21/22,7.0,"Rekambys is indicated, in combination with cabotegravir injection, for the treatment of human immunodeficiency virus type 1 (HIV 1) infection in adults who are virologically suppressed (HIV-1 RNA < 50 copies/mL) on a stable antiretroviral regimen without present or past evidence of viral resistance to, and no prior virological failure with, agents of the NNRTI and INI class.",,2021-01-04T16:14:00Z,2022-11-23T11:06:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rekambys
human,Fuzeon,HIV Infections,enfuvirtide,enfuvirtide,514,False,authorised,J05AX07,False,False,False,False,False,False,False,5/27/03,,Roche Registration GmbH,Antivirals for systemic use,,11/22/22,23.0,"Fuzeon is indicated in combination with other antiretroviral medicinal products for the treatment of HIV-1-infected patients who have received treatment with and failed on regimens containing at least one medicinal product from each of the following antiretroviral classes: protease inhibitors, non-nucleoside reverse-transcriptase inhibitors and nucleoside reverse-transcriptase inhibitors, or who have intolerance to previous antiretroviral regimens.In deciding on a new regimen for patients who have failed an antiretroviral regimen, careful consideration should be given to the treatment history of the individual patient and the patterns of mutations associated with different medicinal products. Where available, resistance testing may be appropriate.",,2018-04-06T02:00:00Z,2022-11-23T10:56:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/fuzeon
human,Elebrato Ellipta,"Pulmonary Disease, Chronic Obstructive","fluticasone furoate, umeclidinium, vilanterol","fluticasone furoate, umeclidinium bromide, vilanterol trifenatate",4781,False,authorised,R03AL08,False,False,False,False,False,False,False,11/15/17,,GlaxoSmithKline Trading Services Limited,"Drugs for obstructive airway diseases,",9/14/17,7/15/22,10.0,Elebrato Ellipta is indicated as a maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting β2-agonist.,,2018-05-30T16:47:00Z,2022-11-22T14:24:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/elebrato-ellipta
human,Anoro Ellipta (previously Anoro),"Pulmonary Disease, Chronic Obstructive","umeclidinium bromide, vilanterol","umeclidinium bromide, vilanterol trifenatate",2751,False,authorised,R03AL03,True,False,False,False,False,False,False,5/8/14,,GlaxoSmithKline (Ireland) Limited,"Drugs for obstructive airway diseases,",2/20/14,11/18/22,18.0,Anoro Ellipta is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,,2017-07-13T13:57:00Z,2022-11-22T12:41:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/anoro-ellipta
human,Rolufta Ellipta (previously Rolufta),"Pulmonary Disease, Chronic Obstructive",umeclidinium,umeclidinium bromide,4654,False,authorised,R03BB07,True,False,False,False,False,False,False,3/20/17,,GlaxoSmithKline Trading Services Limited,"Drugs for obstructive airway diseases,",1/26/17,11/9/22,11.0,"Rolufta is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,",,2018-06-27T00:00:00Z,2022-11-21T18:48:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rolufta-ellipta
human,Laventair Ellipta (previously Laventair),"Pulmonary Disease, Chronic Obstructive","umeclidinium bromide, vilanterol","umeclidinium bromide, vilanterol",3754,False,authorised,R03AL03,True,False,False,False,False,False,False,5/8/14,,GlaxoSmithKline (Ireland) Limited,"Drugs for obstructive airway diseases,",2/20/14,11/9/22,17.0,Laventair Ellipta is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,,2017-04-21T00:00:00Z,2022-11-21T16:37:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/laventair-ellipta
human,Zepatier,"Hepatitis C, Chronic","elbasvir, grazoprevir","elbasvir, grazoprevir",4126,False,authorised,J05AP54,False,False,False,False,False,False,False,7/22/16,,Merck Sharp & Dohme B.V.,"Direct acting antivirals, Antivirals for systemic use, Antivirals for treatment of HCV infections",5/26/16,11/21/22,13.0,"ZEPATIER is indicated for the treatment of chronic hepatitis C (CHC) in adult and paediatric patients 12 years of age and older who weigh at least 30 kg (see sections 4.2, 4.4 and 5.1).For hepatitis C virus (HCV) genotype-specific activity see sections 4.4 and 5.1.",,2018-06-15T12:03:00Z,2022-11-21T11:52:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/zepatier
human,Janumet,"Diabetes Mellitus, Type 2","sitagliptin, metformin","sitagliptin, metformin hydrochloride",861,False,authorised,A10BD07,False,False,False,False,False,False,False,7/16/08,2/18/09,Merck Sharp & Dohme B.V.,Drugs used in diabetes,4/24/08,9/16/21,29.0,"For patients with type 2 diabetes mellitus:Janumet is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin.Janumet is indicated in combination with a sulphonylurea (i.e., triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea.Janumet is indicated as triple combination therapy with a PPAR  agonist (i.e., a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPAR  agonist.Janumet is also indicated as add on to insulin (i.e., triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dosage of insulin and metformin alone do not provide adequate glycaemic control.",,2018-06-29T00:00:00Z,2022-11-18T14:22:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/janumet
human,Evotaz,HIV Infections,"atazanavir, cobicistat","cobicistat, atazanavir",3904,False,authorised,J05AR15,False,False,False,False,False,False,False,7/13/15,,Bristol-Myers Squibb Pharma EEIG,Antivirals for systemic use,5/21/15,11/10/22,13.0,EVOTAZ is indicated in combination with other antiretroviral medicinal products for the treatment of HIV-1 infected adults and adolescents (aged 12 years and older weighing at least 35 kg) without known mutations associated with resistance to atazanavir (see sections 4.4 and 5.1).,,2018-02-22T16:57:00Z,2022-11-17T18:23:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/evotaz
human,Ozempic,Diabetes Mellitus,semaglutide,semaglutide,4174,False,authorised,A10BJ06,True,False,False,False,False,False,False,2/8/18,,Novo Nordisk A/S,Drugs used in diabetes,11/9/17,9/21/22,9.0,"Treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise:as monotherapy when metformin is considered inappropriate due to intolerance or contraindications;in addition to other medicinal products for the treatment of diabetes.For study results with respect to combinations, effects on glycaemic control and cardiovascular events, and the populations studied, see sections 4.4, 4.5 and 5.1.",,2018-05-31T14:13:00Z,2022-11-16T14:44:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ozempic
human,Incruse Ellipta (previously Incruse),"Pulmonary Disease, Chronic Obstructive",umeclidinium bromide,umeclidinium bromide,2809,False,authorised,R03BB07,True,False,False,False,False,False,False,4/28/14,,GlaxoSmithKline (Ireland) Limited,"Drugs for obstructive airway diseases,",2/20/14,11/9/22,18.0,"Indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,",,2017-07-13T12:05:00Z,2022-11-15T13:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/incruse-ellipta-previously-incruse
human,Exforge,Hypertension,"amlodipine, valsartan","valsartan, amlodipine (as amlodipine besilate)",716,False,authorised,C09DB01,False,False,False,False,False,False,False,1/16/07,,Novartis Europharm Limited,Agents acting on the renin-angiotensin system,,11/10/22,31.0,Treatment of essential hypertension.Exforge is indicated in patients whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,,2018-06-25T14:43:00Z,2022-11-11T15:08:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/exforge
human,Dafiro,Hypertension,"amlodipine, valsartan","amlodipine, valsartan",776,False,authorised,C09DB01,False,False,False,False,False,False,False,1/15/07,,Novartis Europharm Limited,Agents acting on the renin-angiotensin system,,11/10/22,30.0,"Treatment of essential hypertension., , Dafiro is indicated in patients whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,",,2018-06-07T14:45:00Z,2022-11-11T14:47:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/dafiro
human,Copalia,Hypertension,"amlodipine, valsartan","valsartan, amlodipine (as amlodipine besilate)",774,False,authorised,C09DB01,False,False,False,False,False,False,False,1/15/07,,Novartis Europharm Limited,Agents acting on the renin-angiotensin system,,11/10/22,29.0,"Treatment of essential hypertension., , Copalia is indicated in patients whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,",,2018-06-04T23:09:00Z,2022-11-11T14:35:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/copalia
human,Emtriva,HIV Infections,emtricitabine,emtricitabine,533,False,authorised,J05AF09,False,False,False,False,False,False,False,10/24/03,,Gilead Sciences Ireland UC,Antivirals for systemic use,,11/10/22,32.0,"Emtriva is indicated for the treatment of HIV-1 infected adults and children in combination with other antiretroviral agents., , This indication is based on studies in treatment-naive patients and treatment-experienced patients with stable virological control. There is no experience of the use of Emtriva in patients who are failing their current regimen or who have failed multiple regimens., , When deciding on a new regimen for patients who have failed an antiretroviral regimen, careful consideration should be given to the patterns of mutations associated with different medicinal products and the treatment history of the individual patient. Where available, resistance testing may be appropriate.,",,2018-07-24T17:15:00Z,2022-11-10T13:21:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/emtriva
human,Icandra (previously Vildagliptin / metformin hydrochloride Novartis),"Diabetes Mellitus, Type 2","vildagliptin, metformin","vildagliptin, metformin hydrochloride",1050,False,authorised,A10BD08,False,False,False,False,False,False,False,11/30/08,,Novartis Europharm Limited,"Drugs used in diabetes, Combinations of oral blood glucose lowering drugs",,10/14/22,25.0,"Icandra is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:in patients who are inadequately controlled with metformin hydrochloride alone.in patients who are already being treated with the combination of vildagliptin and metformin hydrochloride, as separate tablets.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control (see sections 4.4, 4.5 and 5.1 for available data on different combinations).",,2018-04-12T00:00:00Z,2022-11-09T09:40:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/icandra-previously-vildagliptin-metformin-hydrochloride-novartis
human,Dovato,HIV Infections,"dolutegravir, lamivudine","dolutegravir sodium, lamivudine",4909,False,authorised,J05AR,False,False,False,False,False,False,False,6/10/22,,ViiV Healthcare B.V.,Antivirals for systemic use,4/26/19,9/22/22,12.0,"Dovato is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and adolescents above 12 years of age weighing at least 40 kg, with no known or suspected resistance to the integrase inhibitor class, or lamivudine.,",,2019-09-04T11:36:00Z,2022-11-08T18:16:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/dovato
human,Eucreas,"Diabetes Mellitus, Type 2","vildagliptin, metformin","vildagliptin, metformin hydrochloride",807,False,authorised,A10BD08,False,False,False,False,False,False,False,11/14/07,,Novartis Europharm Limited,"Drugs used in diabetes, Combinations of oral blood glucose lowering drugs",,7/7/22,22.0,"Eucreas is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:, , , 	in patients who are inadequately controlled with metformin hydrochloride alone., 	in patients who are already being treated with the combination of vildagliptin and metformin hydrochloride, as separate tablets., 	in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control, ,",,2018-04-23T16:32:00Z,2022-11-08T17:31:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/eucreas
human,Triumeq,HIV Infections,abacavir sulfate / dolutegravir sodium / lamivudine,"dolutegravir sodium, lamivudine, abacavir (as sulfate)",2754,False,authorised,J05AR13,False,False,False,False,False,False,False,8/31/14,,ViiV Healthcare B.V.,Antivirals for systemic use,6/26/14,9/22/22,30.0,"Triumeq is indicated for the treatment of Human Immunodeficiency Virus (HIV) infected adults and adolescents above 12 years of age weighing at least 40 kg.Before initiating treatment with abacavir-containing products, screening for carriage of the HLA-B*5701 allele should be performed in any HIV-infected patient, irrespective of racial origin. Abacavir should not be used in patients known to carry the HLA-B*5701 allele.",,2018-07-12T12:02:00Z,2022-11-08T17:04:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/triumeq
human,Xiliarx,"Diabetes Mellitus, Type 2",vildagliptin,vildagliptin,1051,False,authorised,A10BH02,False,False,False,False,False,False,False,11/19/08,,Novartis Europharm Limited,Drugs used in diabetes,,7/7/22,22.0,"Vildagliptin is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:as monotherapy in patients in whom metformin is inappropriate due to contraindications or intolerance.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control (see sections 4.4, 4.5 and 5.1 for available data on different combinations).",,2018-04-26T14:00:00Z,2022-11-08T14:17:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/xiliarx
human,Darunavir Mylan,HIV Infections,darunavir,darunavir,4068,False,authorised,J05AE10,False,True,False,False,False,False,False,1/3/17,,Mylan Pharmaceuticals Limited,Antivirals for systemic use,9/14/16,11/3/22,12.0,"Darunavir, co-administered with low dose ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of patients with human immunodeficiency virus (HIV-1) infection (see section 4.2).Darunavir Mylan 75 mg, 150 mg, 300 mg and 600 mg tablets may be used to provide suitable dose regimens (see section 4.2):For the treatment of HIV-1 infection in antiretroviral treatment (ART)-experienced adult patients, including those that have been highly pre-treated.For the treatment of HIV-1 infection in paediatric patients from the age of 3 years and at least 15 kg body weight.In deciding to initiate treatment with darunavir co-administered with low dose ritonavir, careful consideration should be given to the treatment history of the individual patient and the patterns of mutations associated with different agents. Genotypic or phenotypic testing (when available) and treatment history should guide the use of darunavir (see sections 4.2, 4.4 and 5.1).Darunavir co-administered with low dose ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of patients with human immunodeficiency virus (HIV-1) infection. Darunavir co-administered with cobicistat is indicated in combination with other antiretroviral medicinal products for the treatment of human immunodeficiency virus (HIV-1) infection in adults and adolescents (aged 12 years and older, weighing at least 40 kg) (see section 4.2). Darunavir Mylan 400 mg and 800 mg tablets may be used to provide suitable dose regimens for the treatment of HIV-1 infection in adult and paediatric patients from the age of 3 years and at least 40 kg body weight who are: antiretroviral therapy (ART)-naïve (see section 4.2). ART-experienced with no darunavir resistance associated mutations (DRV-RAMs) and who have plasma HIV-1 RNA < 100,000 copies/ml and CD4+ cell count ≥ 100 cells x 10⁶/L. In deciding to initiate treatment with darunavir in such ART-experienced patients, genotypic testing should guide the use of darunavir (see sections 4.2, 4.3, 4.4 and 5.1).",,2018-07-12T11:59:00Z,2022-11-04T12:10:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/darunavir-mylan
human,Micardis,Hypertension,telmisartan,telmisartan,209,False,authorised,C09CA07,False,False,False,False,False,False,False,12/16/98,,Boehringer Ingelheim International GmbH,"Angiotensin II antagonists, plain",,10/31/22,27.0,"HypertensionTreatment of essential hypertension in adults.Cardiovascular preventionReduction of cardiovascular morbidity in patients with:manifest atherothrombotic cardiovascular disease (history of coronary heart disease, stroke, or peripheral arterial disease) or;type-2 diabetes mellitus with documented target-organ damage.",,2018-05-22T00:00:00Z,2022-11-03T09:59:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/micardis
human,MicardisPlus,Hypertension,,"telmisartan, hydrochlorothiazide",413,False,authorised,C09DA07,False,False,False,False,False,False,False,4/19/02,,Boehringer Ingelheim International GmbH,Agents acting on the renin-angiotensin system,,10/31/22,33.0,"Treatment of essential hypertension.MicardisPlus fixed-dose combination (40 mg telmisartan / 12.5 mg hydrochlorothiazide, 80 mg telmisartan / 12.5 mg hydrochlorothiazide) is indicated in patients whose blood pressure is not adequately controlled on telmisartan alone.MicardisPlus fixed-dose combination (80 mg telmisartan / 25 mg hydrochlorothiazide) is indicated in patients whose blood pressure is not adequately controlled on MicardisPlus (80 mg telmisartan / 12.5 mg hydrochlorothiazide) or patients who have been previously stabilised on telmisartan and hydrochlorothiazide given separately.",,2017-04-06T00:00:00Z,2022-11-03T09:48:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/micardisplus
human,Edurant,HIV Infections,rilpivirine,rilpivirine hydrochloride,2264,False,authorised,J05AG05,False,False,False,False,False,False,False,11/28/11,,Janssen-Cilag International N.V.   ,Antivirals for systemic use,,10/28/22,20.0,"Edurant, in combination with other antiretroviral medicinal products, is indicated for the treatment of human immunodeficiency virus type 1 (HIV‑1) infection in antiretroviral treatment‑naïve patients 12 years of age and older with a viral load ≤ 100,000 HIV‑1 RNA copies/ml., , As with other antiretroviral medicinal products, genotypic resistance testing should guide the use of Edurant.,",,2018-05-08T17:00:00Z,2022-10-28T14:57:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/edurant
human,Sitagliptin SUN,"Diabetes Mellitus, Type 2",sitagliptin fumarate,sitagliptin fumarate,5741,False,authorised,A10BH01,False,True,False,False,False,False,False,12/9/21,,Sun Pharmaceutical Industries Europe B.V.,Drugs used in diabetes,10/14/21,7/8/22,1.0,"For adult patients with type 2 diabetes mellitus, Sitagliptin SUN is indicated to improve glycaemic control:as monotherapy:- in patients inadequately controlled by diet and exercise alone and for whom metformin is inappropriate due to contraindications or intolerance.as dual oral therapy in combination with:- metformin when diet and exercise plus metformin alone do not provide adequate glycaemic control.- a sulphonylurea when diet and exercise plus maximal tolerated dose of a sulphonylurea alone do not provide adequate glycaemic control and when metformin is inappropriate due to contraindications or intolerance.- a peroxisome proliferator-activated receptor gamma (PPARγ) agonist (i.e. a thiazolidinedione) when use of a PPARγ agonist is appropriate and when diet and exercise plus the PPARγ agonist alone do not provide adequate glycaemic control.as triple oral therapy in combination with:- a sulphonylurea and metformin when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control.- a PPARγ agonist and metformin when use of a PPARγ agonist is appropriate and when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control.Sitagliptin SUN is also indicated as add-on to insulin (with or without metformin) when diet and exercise plus stable dose of insulin do not provide adequate glycaemic control.",,2021-10-12T10:10:00Z,2022-10-27T10:50:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-sun
human,Galvus,"Diabetes Mellitus, Type 2",vildagliptin,vildagliptin,771,False,authorised,A10BH02,False,False,False,False,False,False,False,9/25/07,,Novartis Europharm Limited,Drugs used in diabetes,7/19/07,7/7/22,22.0,"Vildagliptin is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:as monotherapy in patients in whom metformin is inappropriate due to contraindications or intolerance.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control",,2018-04-26T00:00:00Z,2022-10-26T15:20:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/galvus
human,Thalidomide Lipomed,Multiple Myeloma,thalidomide,thalidomide,5715,False,authorised,L04AX02,False,False,False,False,False,False,False,9/19/22,,Lipomed GmbH,Immunosuppressants,7/21/22,,,"Thalidomide Lipomed in combination with melphalan and prednisone is indicated as first line treatment of patients with untreated multiple myeloma, aged ≥ 65 years or ineligible for high dose chemotherapy.Thalidomide Lipomed is prescribed and dispensed in accordance with the Thalidomide Lipomed Pregnancy Prevention Programme (see section 4.4).",,2022-07-18T14:13:00Z,2022-10-20T14:31:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/thalidomide-lipomed
human,Lorviqua,"Carcinoma, Non-Small-Cell Lung",lorlatinib,lorlatinib,4646,False,authorised,L01ED05,True,False,False,True,False,False,False,5/6/19,,Pfizer Europe MA EEIG,"Antineoplastic agents, Protein kinase inhibitors",2/28/19,4/4/22,10.0,", 	, 		, 			, 			Lorviqua as monotherapy is indicated for the treatment of adult patients with anaplastic lymphoma kinase (ALK)‑positive advanced non‑small cell lung cancer (NSCLC) previously not treated with an ALK inhibitor., , 			Lorviqua as monotherapy is indicated for the treatment of adult patients with ALK‑positive advanced NSCLC whose disease has progressed after:, , 			, 				alectinib or ceritinib as the first ALK tyrosine kinase inhibitor (TKI) therapy; or, 				crizotinib and at least one other ALK TKI., 			, 			, 		, 	, ,",,2019-06-17T16:40:00Z,2022-10-20T10:08:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/lorviqua
human,Isentress,HIV Infections,raltegravir,raltegravir,860,False,authorised,J05AJ01,False,False,False,False,False,True,False,12/19/07,,Merck Sharp & Dohme B.V.,Antivirals for systemic use,11/15/07,10/17/22,42.0,Isentress is indicated in combination with other anti-retroviral medicinal products for the treatment of human immunodeficiency virus (HIV 1) infection.,,2018-06-07T00:00:00Z,2022-10-20T08:48:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/isentress
human,Invirase,HIV Infections,saquinavir,saquinavir,113,False,authorised,J05AE01,False,False,False,False,False,False,False,10/3/96,,Roche Registration GmbH,Antivirals for systemic use,,10/17/22,49.0,Invirase is indicated for the treatment of HIV-1-infected adult patients. Invirase should only be given in combination with ritonavir and other antiretroviral medicinal products.,,2018-08-13T00:00:00Z,2022-10-20T07:59:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/invirase
human,Glubrava,"Diabetes Mellitus, Type 2","pioglitazone, metformin","metformin hydrochloride, pioglitazone hydrochloride",893,False,withdrawn,A10BD05,False,False,False,False,False,False,False,12/11/07,,Takeda Pharma A/S,Drugs used in diabetes,,2/4/21,19.0,"Glubrava is indicated as second line treatment of type-2-diabetes-mellitus adult patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone.After initiation of therapy with pioglitazone, patients should be reviewed after three to six months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.",,2017-11-10T01:00:00Z,2022-10-18T16:15:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/glubrava
human,Norvir,HIV Infections,ritonavir,ritonavir,127,False,authorised,J05AE03,False,False,False,False,False,False,False,8/25/96,,AbbVie Deutschland GmbH  Co. KG,Antivirals for systemic use,5/23/96,10/17/22,68.0,Ritonavir is indicated in combination with other antiretroviral agents for the treatment of HIV-1-infected patients (adults and children of two years of age and older).,,2018-05-24T00:00:00Z,2022-10-18T10:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/norvir
human,Reyataz,HIV Infections,atazanavir sulfate,atazanavir (as sulfate),494,False,authorised,J05AE08,False,False,False,False,False,False,False,3/1/04,,Bristol-Myers Squibb Pharma EEIG,Antivirals for systemic use,,10/17/22,53.0,"Reyataz capsules, co-administered with low dose ritonavir, are indicated for the treatment of HIV-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products (see section 4.2).Based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors (≥ 4 PI mutations).The choice of Reyataz in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history (see sections 4.4 and 5.1).Reyataz oral powder, co-administered with low dose ritonavir, is indicated in combination with other antiretroviral medicinal products for the treatment of HIV-1 infected paediatric patients at least 3 months of age and weighing at least 5 kg (see section 4.2).Based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors ( 4 PI mutations). The choice of Reyataz in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history (see sections 4.4 and 5.1).",,2018-02-22T01:00:00Z,2022-10-17T13:45:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/reyataz
human,Glidipion (previously Pioglitazone Actavis Group),"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,2558,False,withdrawn,A10BG03,False,True,False,False,False,False,False,3/15/12,,Actavis Group PTC ehf   ,Drugs used in diabetes,,6/11/20,8.0,"Pioglitazone is indicated as second or third line treatment of type-2 diabetes mellitus as described below:as monotherapy:in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance;as dual oral therapy in combination with:metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin;a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;as triple oral therapy in combination with:metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.Pioglitazone is also indicated for combination with insulin in type-2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.",,2017-07-28T00:00:00Z,2022-10-17T11:35:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/glidipion
human,Sustiva,HIV Infections,efavirenz,efavirenz,249,False,authorised,J05AG03,False,False,False,False,False,False,False,5/28/99,,Bristol-Myers Squibb Pharma EEIG,Antivirals for systemic use,,10/13/22,46.0,"Sustiva is indicated in antiviral combination treatment of human-immunodeficiency-virus-1 (HIV-1)-infected adults, adolescents and children three years of age and older.Sustiva has not been adequately studied in patients with advanced HIV disease, namely in patients with CD4 counts < 50 cells/mm3, or after failure of protease-inhibitor (PI)-containing regimens. Although cross-resistance of efavirenz with PIs has not been documented, there are at present insufficient data on the efficacy of subsequent use of PI-based combination therapy after failure of regimens containing Sustiva.",,2017-12-15T14:45:00Z,2022-10-17T10:57:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/sustiva
human,Glustin,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,286,False,withdrawn,A10BG03,False,False,False,False,False,False,False,10/11/00,,Takeda Pharma A/S,Drugs used in diabetes,,2/4/21,28.0,"Pioglitazone is indicated as second or third line treatment of type-2 diabetes mellitus as described below:as monotherapy:in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance.as dual oral therapy in combination with:metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin;a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;as triple oral therapy in combination with:metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.Pioglitazone is also indicated for combination with insulin in type-2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.After initiation of therapy with pioglitazone, patients should be reviewed after three to six months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.",,2016-05-26T02:00:00Z,2022-10-17T10:54:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/glustin
